Date,User,Message
2025-02-26 17:55:56,"미진실장님","톡게시판 '공지': 대표님에게 집중하기 위해 
1:4 학습지원방이 개설 되었습니다. 
이방에는 대표님과 깡대표님 외 코치친3명이 함께하며
언제든지 도움을 드릴 준비가 되어 있습니다. 

[학습지원방 이용 안내 공지사항]

✅ 24시간 문의 가능:
◾언제든지 궁금하신 내용을 말씀해주세요!
빠른 답변을 위해 최선을 다하겠습니다.

⌛ 다만,아래의 상황에서는 답변이 다소 
늦어질 수 있습니다.
◾퇴근 시간 이후
◾주말 및 공휴일
◾코치진 전체 회의 시간 중

🚀가능한 빠르게 답변을 드리기 위해 노력하겠습니다!
대표님의 기다림이 길지 않도록 항상 최선을 다할 것을
약속 드립니다 🙏

✅ 전화 상담 요청: 
◾전화 상담을 원하실 경우 언제든지 요청해주세요!
깡대표님과의 상담은 가능한 일정 체크 후 
빠르게 연락 드리겠습니다.

작은 고민도 편하게 말씀해 주세요! 
저희가 대표님의 든든한 버팀목이 되어 
끝까지 함께 하겠습니다!

📌카페 등업 신청 안내 
화온연카페 https://cafe.naver.com/tlz"
2025-03-06 11:29:50,"황여진","안녕하세요 ^^
일하다 보니.. 오늘 미션 수행하려고 합니다.
네이버 카페 비공개로 되어있는데.. 어떻게 해야하는지? 알려주세요 ~"
2025-03-06 11:47:06,"깡회장님","[[화창하다온라인 2기 공지 카페] 네이버 카페로 초대합니다.
https://naver.me/GDahChzP
From 깡대표"
2025-03-06 11:47:18,"깡회장님","대표님! 여기에 가입해주시면 제가 바로 승인해드릴께요!"
2025-03-06 11:48:00,"황여진","황여진으로 가입했습니다 ^^"
2025-03-06 11:48:25,"깡회장님","네! 대표님 승인해드렸습니다:)"
2025-03-06 11:49:28,"황여진","삭제된 메시지입니다."
2025-03-06 12:09:51,"황여진","화온연카페도 가입했습니다 
온2기 황여진입니다."
2025-03-06 12:18:05,"깡회장님","대표님! 가입하신 네이버아이디 알려주시면 빠르게 확인해볼께요!"
2025-03-06 12:18:22,"황여진","consider3 입니다 "
2025-03-06 12:19:44,"깡회장님","네!대표님!등업해드렸습니다 ㅎ"
2025-03-06 12:19:56,"황여진","네 감사합니다 😊 "
2025-03-07 15:32:03,"황여진","사진"
2025-03-07 15:32:07,"황여진","사진"
2025-03-07 15:32:28,"황여진","월간 검색이 되지 않습니다."
2025-03-07 16:08:41,"깡회장님","이거 대표님! 줌피드백때 알려드릴께요!"
2025-03-07 16:10:09,"황여진","네!! 알겠습니다 "
2025-03-07 18:29:18,"캐이 코치","입력하신 url한번 여기에 올려주시겠어요?"
2025-03-07 18:30:00,"캐이 코치","간혹 url을 풀로 기입하지않을경우 안뜨는 현상이있는데 확인해보겠습니다."
2025-03-07 18:34:43,"캐이 코치","횩시 크롬 쓰실까요?"
2025-03-07 18:35:19,"캐이 코치","사진"
2025-03-07 18:35:19,"캐이 코치","크롬 웹브라우저로 진행해주시면 해결되실거같습니다.
"
2025-03-07 18:39:41,"캐이 코치","혹시 월간키워드가 이 url이랑 똑같을까요?

javascript: function naver_keycnt(){ var head = document.getElementsByTagName('head')[0]; var jScript ; jScript = document.createElement('script'); jScript.language = 'javascript'; jScript.src = 'https://www.ryo.co.kr/asset/bookmarklet/naver_search_keycnt_simple/index.js'; jScript.type = 'text/javascript'; head.appendChild(jScript); } naver_keycnt();"
2025-03-08 11:20:59,"황여진","확인해 보겠습니다 "
2025-03-08 11:49:44,"깡회장님","대표님 안 되면 말씀해 주세요. 원격으로 해 드릴게요:)"
2025-03-10 16:12:29,"깡회장님","대표님! 혹시 되시나요?"
2025-03-11 20:48:16,"황여진","제가 월,화는 일이 바빠서 ..
내일 하겠습니다  ;;"
2025-03-11 21:01:18,"깡회장님","네:)그럼 내일말씀해주세요!원격으로해드릴께요!"
2025-03-11 21:09:49,"황여진","네:) 알겠습니다 
고맙습니다 "
2025-03-12 12:08:58,"황여진","대표님 해결했습니다 ^^
(엄지척)(엄지척)"
2025-03-12 14:25:41,"깡회장님","오!!! 좋습니다 ㅎㅎㅎㅎ"
2025-03-12 14:25:44,"깡회장님","다행이네요 ㅎㅎ"
2025-03-21 19:11:46,"깡회장님","대표님~! 잘 지내고 계시죠? 오늘 벌써 강의가 오픈된지 한달이 되었습니다! 미션 기다리고 있는데 너무 오래걸리시는거같아 연락드렸습니다~! 혹시 어려운 문제가 있다면 저희와 함께 상의하시면 되니 늦었다고 생각하지 마시고 천천히 실행해주세요!! "
2025-03-21 19:35:42,"황여진","네 알겠습니다. ^^

일단 1주차 미션(1~14개)은
노트에 대략 적어 놨습니다.
정리하면서 글 올리겠습니다.

일하면서  아이 셋 키우다보니..
만만치 않습니다.  ;;

오늘 (2주차 - 5강) 우리 제품 핵심 문장 만들기 미션까지 봤습니다.
 
열심히 진도 따라가려고 노력 중입니다. ^^

일단 1주차 정리해서 곧 올리겠습니다. 
감사합니다 👍 
"
2025-03-21 19:48:41,"깡회장님","네! 대표님! 이제라도 하루에 하나씩 미션 하나만 하자!라고 생각해주시고 늦더라도 진행해주세요:)!! 그래야 이 강의가 대표님의 인생터닝포인트가 될수 있어요! 아시겠죠?? ㅎㅎ "
2025-03-21 19:49:34,"황여진","네~  알겠습니다 
감사합니다 "
2025-03-21 20:59:15,"황여진","삭제된 메시지입니다."
2025-03-21 23:46:09,"깡회장님","네!!대표님:)"
2025-03-24 14:40:00,"황여진","파일: 화장품 1~14미션. 기획..hwp"
2025-03-24 14:43:23,"황여진","안녕하세요 ~
미션을 잘 이해하고 수행했는지 ..
궁금합니다.  피드백 잘 부탁드립니다."
2025-03-24 18:31:22,"깡회장님","네!대표님! 확인했습니다. 혹시 여기서 하시고 싶은 화장품이 무엇일까요? "
2025-03-24 18:49:12,"황여진","네 대표님 안녕하세요 ~
여드름 스킨케어 & 로션입니다."
2025-03-24 18:53:52,"황여진","아니면 5번. 미션에 작성한  안티에이징 (주름개선 리프팅, 탄력)제품은 어떨까요? 
추천 부탁드려도 될까요?

45세 여성으로써 주름개선도 관심이 있고, 성인성 여드름도 있어서 둘 다 관심이 있습니다."
2025-03-24 18:58:05,"깡회장님","오 대표님 통화가능하세요?"
2025-03-24 18:58:23,"황여진","네 가능합니다 
01066176578"
2025-03-28 13:14:50,"황여진","파일: 주름증상 개선 10개..hwp"
2025-03-28 13:16:20,"황여진","대표님 "
2025-03-28 13:17:34,"황여진","이제 올립니다.  ^^                                                           "
2025-03-28 15:06:33,"깡회장님","오 ㅎㅎ 좋네요! 대표님! 그럼 최종 신제품 개발서 작성해주세요! 보고 다시 말씀드릴께요!"
2025-03-28 17:32:42,"황여진","네! 알겠습니다 
감사합니다 ^-^"
2025-04-02 14:32:28,"황여진","안녕하세요 
상세페이지 기본 베이스(바탕) 어디서 볼 수 있을까요?"
2025-04-02 15:05:15,"황여진","망고보드에 움짤도 올릴 수 있는 건가요?"
2025-04-02 15:41:06,"깡회장님","??엇 대표님 이해하지못했습니다!"
2025-04-02 16:01:10,"황여진","대표님 통화 가능하세요?"
2025-04-02 16:01:45,"황여진","상세페이지는 망고 보드에서 만드는게 맞나요?"
2025-04-02 16:09:45,"황여진","망고보드 상세 페이지에 움짤 영상도 올릴 수 있는가? 해서요 ~"
2025-04-02 17:02:32,"깡회장님","네 대표님 망고보드 에서만 드셔도 상관 없습니다. 다만 망고보드에서 움짤은 힘들어요ㅠ"
2025-04-02 17:42:42,"황여진","상세페이지에 움짤 영상도 넣고  싶은데 어떻게 해야되나요?"
2025-04-02 22:18:39,"깡회장님","오! 이건 따로 넣으시면 됩니다 ㅎㅎ 움짤은 상세페이지를 스마트스토어에 업로드 할때 함께올립니다 ㅎㅎ 이해 되셨을까요?"
2025-04-02 23:49:43,"황여진","아!  네네 ^-^"
2025-04-02 23:51:26,"깡회장님","이모티콘"
2025-04-04 11:55:17,"황여진","대표님 
안녕하세요 
상세페이지 망고보드에서 만들고 있는데요. 
일단 .. 망고보드 출처가 들어가도 되나요?"
2025-04-04 13:33:43,"깡회장님","오?? 무슨말인지 이해하지 못했어요!"
2025-04-04 14:23:31,"황여진","방고보드 무료는 
이미지에 망고보드라고 찍혀 있어서요."
2025-04-04 14:24:23,"황여진","사진"
2025-04-04 14:25:07,"황여진","삭제된 메시지입니다."
2025-04-04 14:26:03,"황여진","이렇게 출처가 MANGO라고 나와요"
2025-04-04 14:32:53,"깡회장님","아! 무료버전이시구나! 저거 워터마크없는걸로 쓰시거나,워터마크있는것은 유료로 쓰셔야합니다! "
2025-04-04 14:34:06,"황여진","네 알겠습니다 "
2025-04-04 15:14:47,"황여진","사진"
2025-04-04 15:15:35,"황여진","삭제된 메시지입니다."
2025-04-04 15:16:22,"황여진","대표님 슬라이스 크기는 몇으로 저장해야 하나요?"
2025-04-04 16:47:14,"미진실장님","스마트스토어센터 상세페이지 사이즈는 가로 860px, 세로는 자유입니다."
2025-04-04 17:43:25,"황여진","네 알겠습니다 "
2025-04-06 11:32:05,"황여진","삭제된 메시지입니다."
2025-04-06 11:32:18,"황여진","대표님 안녕하세요 
상세페이지 만드는게 시간이 많이 걸리는 건가요? 
잘 하고 싶은데..
이렇게 하는게 맞는건가?
잘 만들고 있는건가?
저만 이렇게 늦는건가 싶어서요~ ;;"
2025-04-06 11:33:57,"황여진","상세페이지 만들다가 멘붕이 와 버렀어요 ~ 살려주세요 😭"
2025-04-06 12:03:43,"미진실장님","대표님 기획 먼저 잡아보시고 상세페이지 하시는게 훨씬 수월하실꺼에요! 어느부분이 힘드실까요?"
2025-04-06 13:50:37,"황여진","미진 멘토님
혹시 통화 가능해실까요?"
2025-04-06 13:50:46,"황여진","010-6617-6578"
2025-04-06 13:54:07,"황여진","삭제된 메시지입니다."
2025-04-06 13:54:50,"황여진","기획은 70~80% 잡아 놓고 상세페이지 만드는 중입니다.
아직직 제품이 없어서 
다른 이미지로 우선 올려 놨다가 제품나오면 수정하면 될까요?
"
2025-04-06 13:56:55,"황여진","망고보드에서 상세 페이지 만들어 놓고  .. 스마트스토어 업로드시 추가  이미지 보충해서 올려도 되는건지?도 궁금합니다."
2025-04-06 13:58:12,"황여진","삭제된 메시지입니다."
2025-04-06 14:44:20,"깡회장님","네, 대표님 그렇게 하셔도 상관 없습니다. 어차피 다운로드 해서넣으시니까욯ㅎ"
2025-04-07 11:45:15,"황여진","네 알겠습니다 "
2025-04-07 11:53:20,"깡회장님","네:) 대표님!"
2025-04-07 12:03:53,"미진실장님","아이쿠 대표님 제가 카톡내용을 놓쳤네요! ㅠㅠ 잘 진행되고 있으실까요?"
2025-04-07 20:21:36,"황여진","네 ~  열심히 하고 있습니다 "
2025-04-16 16:55:36,"황여진","안녕하세요 대표님
챗GPT 만들기 하려면 ..
계정만들기 해야하나요?"
2025-04-16 16:57:18,"황여진","사진"
2025-04-16 16:58:09,"황여진","여기로 들어가서 계정만들기 하면 되나요?"
2025-04-16 17:00:43,"캐이 코치","네 gpt 들어가셔서 만들어주시면됩니다됩니다 구글계정이 있으시다면 구글계정으로 로그인됩니다!"
2025-04-16 17:01:56,"황여진","사진"
2025-04-16 17:02:54,"황여진","계정없이 위 이미지처럼 바로 쓸 수도 있나요?"
2025-04-16 17:03:31,"황여진","꼭 계정 로그인을 해야 하나요?"
2025-04-16 17:05:12,"깡회장님","계정 로그인은 필수입니다. 또한 저는 무료버전보단 유료버전이 훨씬 퀄리티가 높아서 계정로그인 하신후  사용하시는것을 추천드립니다."
2025-04-16 17:08:11,"황여진","네 알겠습니다 "
2025-04-16 17:38:03,"깡회장님","네:)대표님!"
2025-04-25 17:36:39,"황여진","대표님  안녕하세요 ^^
신제품 개발 의뢰서 작성 중입니다.
1)거래처명 
2)의뢰 담당자 이름
>>1번).2번)은 뭐로 기재하면 되나요?
3)사업자  등록번호 
예전에 만들어 놓은 ..
업태>도소매, 종목>전자상거래. 사업자등록증으로 적으면 될까요?"
2025-04-25 17:37:42,"황여진","삭제된 메시지입니다."
2025-04-25 17:39:19,"황여진","1번)황금브로콜리(회사이름)
2번)황여진(나) 기재하면 될까요?"
2025-04-25 17:41:55,"깡회장님","네! 대표님 모두 맞습니다 ㅎㅎ "
2025-04-25 17:42:16,"깡회장님","거래처명은 사업자등록증명 (없다면 이름써주셔도 되요!)"
2025-04-25 17:42:31,"깡회장님","2)의뢰 담당자 이름 >> 이것도 대표님 성함"
2025-04-25 17:42:35,"깡회장님","3)사업자  등록번호 
예전에 만들어 놓은 ..
업태>도소매, 종목>전자상거래. 사업자"
2025-04-25 17:42:47,"깡회장님","네! 이것도 대표님 사업자등록증번호 넣어주시면 됩니다:)"
2025-04-25 18:58:06,"황여진","넵! 알겠습니다 :)  💕 "
2025-04-27 13:44:35,"황여진","안녕하세요 대표님
일반 콜드크림 용기에 
1)뚜껑(꼭지)부분->> 하트 괄사 제작할 수 있을까요?
2)어렵다면 미니 하트괄사만 따로 제작 할 수 있을까요?

*컨셉이  주름개선 탄력-  '3분만에 윤곽을 찾았다.' 입니다. *"
2025-04-27 13:45:19,"황여진","이렇게도 용기 테스트가 가능할까요?"
2025-04-27 16:10:12,"황여진","파일: 신제품 개발 의뢰서 (양식) (2).xlsx"
2025-04-28 11:24:07,"깡회장님","1)뚜껑(꼭지)부분->> 하트 괄사 제작할 수 있을까요?
2)어렵다면 미니 하트괄사만 따로 제작 할 수 있을까요?

>>아마 이건 용기수급이 힘드실꺼예요! 그렇기때문에 별도로 괄사를 넣어서 진행하면 좋을꺼같습니다! "
2025-04-28 11:24:57,"깡회장님","부자재는 저희가 해드리는것이 아니기때문에 화온연 용기업체 리스트에서 확인하시면 좋을꺼같아요! "
2025-04-28 11:25:34,"깡회장님","신제품개발의뢰서 확인했고, 타겟제품 보내주시면 회의 진행할께요! 다만 5월 초 연휴라서 연휴 마치고 개발 들어가야 할꺼같습니다!"
2025-04-28 11:25:53,"깡회장님","그럼 시간이 꽤 걸릴꺼같아요! 최대 4주정도 잡아주시면 좋을듯합니다! "
2025-04-28 11:26:04,"깡회장님","@미진실장님 신제품개발서 확인해주세요!"
2025-04-28 11:29:37,"황여진"," 네 알겠습니다 "
2025-04-28 11:31:40,"황여진","주말은 아무래도 답변 주시가 힘드시죠.. "
2025-04-28 11:33:28,"황여진","전에.. 주말도 답변 주시는 것 같아서요  ~"
2025-04-28 11:35:04,"황여진","제가 주말에 시간이 나다 보니.. 불편하시다면 평일에 문의 드리려고요.. "
2025-04-28 11:51:26,"깡회장님","아니예요! 대표님 ㅎㅎ 일정이 있어서 답변이 어려웠습니다 ㅎㅎ 일정 없을땐 주말에도 답변 드리니 편하게 질문해주셔도 됩니다:)"
2025-04-28 11:55:23,"황여진","네 알겠습니다 ^^
감사합니다 👍 "
2025-04-28 12:27:12,"미진실장님","안녕하세요 대표님! 신제품 개발의뢰서 확인 하였습니다. 내용은 잘 적어주셨습니다! 요청주신 성분중에 소량수급이 안되는 성분은 대체성분으로 진행되오니 이점 참고 부탁 드리며 개발 진행 하도록 하겠습니다!"
2025-04-28 16:24:40,"황여진","네 알겠습니다 ^^"
2025-04-28 16:40:49,"황여진","대표님 
타겟제품 보낼때..
쿠팡에서 바로 '전라북도 익산시 익산대로 460 ...  ' 으로 해서 수취인 황여진으로해서 보내기 해도 되는거죠 ~"
2025-04-28 16:41:57,"깡회장님","네! 맞아요!대표님!"
2025-04-28 16:42:09,"황여진","네! 알겠습니다 "
2025-05-07 15:50:55,"미진실장님","안녕하세요 대표님! 
샘플링 진행중에 있어서 소량수급이 안되는 성분들은 대체하고자 합니다, 확인 부탁 드리겠습니다!
1) 바오밥나무씨오일 => 바오밥나무 열매 추출물
 2) 에스에이치-폴리펩타이드-121=> 5GF-Complex H( 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-22, 에스에이치-폴리펩타이드-3) 변경해도되나요?
"
2025-05-08 16:30:37,"황여진","조금 더 알아보고 .. 내일 답변 드리겠습니다.
"
2025-05-08 16:43:34,"미진실장님","네네 대표님!"
2025-05-09 14:58:31,"황여진","삭제된 메시지입니다."
2025-05-09 14:59:55,"황여진","미진 대표님. 안녕하세요 ~
*바오밥나무씨 오일 대신
바오밥 열매 추출물을 쓰게되면.. *오일과 추출물비교했을때 효능이 어떤 차이가 있을까요?
*그리고 병물수로 의뢰했는데..
섞여도 상관없을까요?"
2025-05-09 15:12:24,"황여진","사진"
2025-05-09 15:12:43,"황여진","바오밥 열매 추출물도.. 오일 성분과 효능은 비슷 할까요?"
2025-05-09 15:21:29,"황여진","삭제된 메시지입니다."
2025-05-09 15:22:29,"황여진","아니면
*시어버터or
*달맞이꽃 오일도 생각해 보고 있습니다.
제품 효능이 '주름개선 탄력 '입니다.  대표님께서 
1)바오밥나무 열매 추출물.
2)시어버터.
3)달맞이꽃 오일. 추천해 주시면 감사하겠습니다. 

에스에이치  폴리펩타이드121 =>
변경해 주세요~"
2025-05-09 15:33:55,"황여진","타겟제품 10일(토요일) 도착해도 괜찮을까요? 주말은 휴무이시죠?!"
2025-05-09 16:36:51,"깡회장님","네:) 대표님! 내일 도착해도 괜찮아요! 택배보관소가 따로있어서요 ㅎㅎ "
2025-05-09 16:37:19,"황여진","네;)"
2025-05-09 16:38:34,"황여진","대표님
크림용기는 업체에서 실크인쇄만 가능서 1000개 주문만 가능 하다고하는데.. 다른 방법이 있을까요?"
2025-05-09 16:39:44,"황여진","'주름개선 탄력'이다 보니 왠지 크림용기를 써야할거 같아서요"
2025-05-09 16:40:28,"깡회장님","아무래도 오일과 추출물은 차이가 있습니다. 다만 바오밥은 연구팀에서 추출물로도 효과가 괜찮다고 하네요!ㅎㅎ 또한 방금말씀해주신 오일 3개 모두 좋아서 만약 저라면 바오밥과 시어버터중에 할꺼같긴합니다! 달맞이도 좋긴한데 조금 비싸서.. ㅎㅎㅎㅎㅎ 비싼게 상관없다면 달맞이도 괜찮구요! "
2025-05-09 16:40:33,"깡회장님","1000개면 "
2025-05-09 16:40:39,"깡회장님","저라면 나눠서 쓸꺼같긴해요! "
2025-05-09 16:40:47,"깡회장님","인쇄 1000개면 금액이 크지 않아요! "
2025-05-09 16:41:23,"깡회장님","인쇄자체가 5000개 이상부터 되다보니까 1000개면 할만합니다! 300개 하고 부자재 가지고 계시다가 추후 재생산 하실때 쓰시면 되니까요!"
2025-05-09 16:47:17,"황여진","오~ ! 
그럼 300개만 하고 나머지는 집에서 보관해서 추후때 쓰면되네요 ^^

같은 제품 재주문 들어가면 시간이 많이 걸리죠.. 
 4주? 잡아야 하나요?
그럼 500백개 발주 넣어야 하나? 고민 중입니다. 
처음이라 감이 없어서요. 
제품 출시 비용과 유통기간이 어떻게 될까요?"
2025-05-09 16:48:19,"깡회장님","맞아요! 제품출시비용은 무슨말씀이실까요?유통기한은 보통 2-3년입니다!"
2025-05-09 16:48:59,"깡회장님","또한 재생산도 4주정도 잡으셔야 합니다~! 보통 300개 생산하시고 나서 추후 진행하실때 500-1000개 이상 뽑으시는분들이 많아요~!"
2025-05-09 16:49:22,"황여진","공장에서 제품 출시하면 비용이 들잖아요
원료값 인건비 등.. 이요 "
2025-05-09 16:49:42,"황여진","아!  네네 ~"
2025-05-09 16:50:22,"깡회장님","전부 다 했을때 300만원 미만되실꺼예요! 추후 견적서보내드리면  금액 그대로 입니다~! ㅎㅎ "
2025-05-09 16:52:19,"황여진","제품1개당 단가가 10,000원으로 생각하면 되는거네요  ~"
2025-05-09 16:53:11,"깡회장님","맞아요! 여기엔 단상자 라벨지등등도 포함되어있는가격입니다~! "
2025-05-09 16:53:21,"깡회장님","최대로 말씀드리는게 좋아서 저는 최대로 말씀드립니다 ㅎㅎㅎ"
2025-05-09 16:53:46,"황여진","용기는 없는 건가요? "
2025-05-09 16:54:01,"깡회장님","모두 포함입니다~!"
2025-05-09 16:54:10,"황여진","네:)"
2025-05-09 16:57:53,"황여진","삭제된 메시지입니다."
2025-05-09 16:58:16,"황여진","'라벨지'-> 실크인쇄해서(인쇄데이타) ->'요기업체'보내서 인쇄되면->'단상자'에 보내고-> 나면.. 마지막으로>> '공장'으로 보내는 건가요? "
2025-05-09 16:59:33,"황여진","라벨지>용기업체>단상자>공장 순인가요?"
2025-05-09 17:01:22,"깡회장님","대표님 통화가능하세요?"
2025-05-09 17:03:10,"깡회장님","샘플받으시면 > 용기테스트 진행하고 > 완료되면 라벨지 단상자 디자인 진행 > 저희한테 확인 받으시고 > 문제 없으면 용기/라벨지/단상자 모두 각각 저희에게 전달해주시면 됩니다!"
2025-05-09 17:03:12,"깡회장님","이해 되셨을까요?"
2025-05-09 17:05:44,"황여진","대표님 통화 가능합니다.
이해가 어려워서요  ;;"
2025-05-09 17:09:09,"깡회장님","https://cafe.naver.com/tlzm1234/3072"
2025-05-09 17:09:16,"깡회장님","https://cafe.naver.com/tlzm1234/3232"
2025-05-09 17:25:56,"황여진","대표님 
이해가 명확이 되었습니다.
감사합니다:)"
2025-05-09 17:31:19,"깡회장님","이모티콘"
2025-05-10 15:01:45,"황여진","대표님 ^^
달맞이꽃 오일이 비싸다고 하셨는데..  시어버터랑 얼마나 차이가 있을까요?"
2025-05-10 20:00:13,"깡회장님","보통 넣으면 전체원료값 비교했을때 1.5배정도 차이 난다고생각하시면됩니다!"
2025-05-10 22:00:46,"황여진","네 알겠습니다 "
2025-05-11 10:13:55,"깡회장님","네:)대표님:)"
2025-05-11 15:47:56,"황여진","대표님 ^^
본)원료값1.0이면+ 달맞이꽃 오일0.5 =1.5배인건가요?
"
2025-05-11 18:41:28,"깡회장님","음..맞습니다:)
저도 대략적으로 말씀드린거긴합니다:)달맞이가 비싸니까요ㅎㅎ"
2025-05-11 19:14:23,"황여진","네네 알겠습니다 ^^"
2025-05-11 19:48:25,"깡회장님","넵:)"
2025-05-12 11:09:22,"미진실장님","안녕하세요 대표님! 확정 주시면 진행 도와드리도록 하겠습니다! 

1)바오밥나무 열매 추출물.
2)시어버터or달맞이꽃오일 선택 주세요!"
2025-05-12 11:10:15,"황여진","달맞이꽃오일로 하겠습니다. ♡"
2025-05-12 12:17:39,"미진실장님","네 대표님"
2025-05-22 11:45:45,"미진실장님","안녕하세요 대표님! 
샘플링이 완료 되어 오늘 출고 드릴 예정입니다. 
요청주셨던 실타입,쫀쫀한 제형이 잘 나왔습니다!
샘플링 받으실 주소 확인 부탁 드리며. 
사용후 사용감 피드백 전달 부탁 드리겠습니다:)"
2025-05-22 12:12:19,"황여진","네~  알겠습니다 ^^
경기도 김포시 고촌읍 수기로136 캐슬앤파밀리에시티2단지 218동 403호. 입니다:)"
2025-05-26 12:03:25,"황여진","미진 대표님 안녕하세요 ^^
샘플링 테스트 결과 드립니다.
**부족
*유분감,윤기가 부족한거 같습니다.
(타겟제품은: 유분감이 있어>> 촉촉해 보입니다.)
>달맞이 꽃 오일을 더 넣어야 할까요?
>시어버터를 더 추가해야 할까요?
 *향이(조금) 있으면 좋을거 같습니다.  (허브향.. 등 )

**만족 
*쫀쫀한 제형 만족합니다:)
*바른 후 쫀쫀해서 만족합니다:)"
2025-05-26 12:07:37,"황여진","삭제된 메시지입니다."
2025-05-26 12:07:54,"황여진","대표님 병풀수로 만들어진 건가요?"
2025-05-26 15:55:11,"미진실장님","네 대표님 병풀수로 세팅해서 진행했습니다!

위에서 말씀하신 유분감을 추가해야될꺼같은데 달맞이는 고가원료라서 시어버터를 추가하면 좋을듯합니다. 또한 향은 어떤향을 말씀하시는걸까요? 일반적인 허브향도 종류가 굉장히 많아서 간단한게 말씀해주시면 개발이 더욱 쉬울듯합니다. 예를들자면 녹차향이라던지, 레몬향 등등을 말씀해주시면 더욱 좋을꺼같습니다! "
2025-05-27 12:29:34,"황여진","대표님 안녕하세요 ^^
*유분감을 위해 시어버터 적절히 추가 바라겠습니다.
또한 추천도 부탁드립니다:)
*향은 8:2비율 괜찮을까요?
라벤더(8)+베이비파우더향(2)

대표님~
제 제품이..
안티에이징 컨셉으로 출시되는 제품입니다.
제가 선택한 성분으로
효능은 괜찮을까요? 
처음이다보니 걱정도 되고 설레이기도 합니다:)
대표님 조언 부탁드립니다 🙏 
감사합니다:)"
